,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject167,1.402636112,1.608372317,1.670848426,1.598286253,1.495173503,1.553434269,1.456538133,1.254440241,1.283455542,1.338037838,1.459186555,1.70270584,1.653332444,1.60511811,1.839249489,1.267140498,1.350339362,1.461929049,1.691091641,1.874235372,1.744107901,1.767947558,1.208095981,1.365147936,1.728887032,2.074807702,1.643087414,1.740082691,1.922721996,2.111018675,1.406570997,1.307407516,1.173531574,1.20914017,0.930384545,0.885042964,1.237990803,1.461240158,1.589974366,1.506009645,1.524328658,1.737586451,1.742512312,1.70647641,1.458767972,1.547163914,1.34511555,1.493024979,1.182665308,1.336798261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject168,1.504187608,1.300570405,1.259496974,1.228901405,1.389493361,1.259428935,1.260684648,1.319767,1.433475368,1.097305163,1.283784406,1.470456671,1.401286507,1.206139606,1.394865902,1.337330672,1.442697727,1.380328689,1.301809131,1.409099033,1.503022542,1.507350279,1.148556127,1.379621564,1.485396217,1.765056226,1.532265897,1.640128242,1.697221978,1.862468489,1.432536225,1.38618615,1.416226073,1.238686541,1.027894709,0.96304517,1.169905685,1.334532302,1.481610816,1.441854398,1.404132982,1.427677962,1.38378683,1.437631007,1.454567084,1.427370333,1.282602402,1.310597714,1.262348178,1.293745715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject169,1.306833299,1.380487857,1.292956522,1.192672295,1.357252404,1.239856295,1.184246415,1.304106421,1.309369706,1.062814059,1.22050658,1.401523088,1.311400394,1.182407084,1.39252889,1.344777546,1.287081021,1.311492285,1.26523322,1.345664822,1.429969991,1.376758363,1.128969609,1.287423008,1.365732435,1.593054747,1.400420807,1.481906214,1.52653227,1.676596148,1.349810159,1.28810904,1.30788761,1.202169206,0.936786703,0.864713331,1.14515394,1.208817812,1.377619731,1.350448958,1.294365173,1.354492757,1.414459446,1.373036522,1.351918495,1.313249501,1.209687861,1.349653166,1.107780436,1.16500123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject170,1.126955326,1.194766688,1.420831726,1.198292226,1.301924129,1.249644422,1.099275613,1.264898946,1.21528707,1.039548937,1.100592643,1.381028344,1.263225526,1.1833821,1.394770773,1.099108521,1.012630896,1.292999906,1.359633609,1.453537873,1.487853205,1.353914168,1.037979637,1.232590559,1.423348434,1.709395229,1.281440251,1.411741793,1.713937964,1.856263001,1.21510932,1.191570636,1.044356517,1.004613123,0.867082085,0.813279627,1.073067121,1.171862318,1.343097746,1.26757919,1.353906292,1.475033788,1.561687946,1.589103649,1.409306973,1.440475666,1.190667301,1.239820801,1.3107574,1.413212279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject171,1.39699202,1.20696155,1.410249891,1.194694138,1.494491695,1.26819111,1.306173509,1.332249893,1.338658488,1.333872628,1.40644937,1.562459325,1.468596094,1.502279473,1.62059538,1.329501887,1.280683698,1.42713252,1.521769544,1.576891087,1.448971124,1.370491974,1.297385912,1.303385822,1.527594412,1.751850309,1.657659602,1.617751301,1.814416196,1.727845947,1.424404448,1.237544455,1.246225353,1.045383865,0.872191245,0.710922714,1.255558677,1.28462686,1.35041908,1.251817907,1.384334448,1.471124765,1.518566511,1.365523191,1.304518965,1.370658667,1.368588039,1.356516659,1.251236452,1.29736521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject172,1.537913576,1.406278897,1.5707163,1.444094651,1.417439253,1.438942886,1.322166717,1.344221955,1.427374535,1.139806575,1.202248719,1.65500011,1.554532495,1.457700234,1.633475046,1.346304334,1.258481349,1.520516113,1.489564196,1.519018978,1.576465177,1.527807679,1.088669412,1.25893332,1.364750506,1.626637447,1.45430813,1.540274681,1.906521326,2.317762419,1.420066176,1.362623903,1.408450943,1.132301426,0.930215942,0.644800521,1.265642015,1.474024699,1.488603649,1.405425008,1.375098158,1.385439519,1.342844487,1.439508538,1.33458489,1.317078431,1.556885414,1.595039501,1.313635791,1.301879524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject173,1.9249164,1.895451672,1.930584978,1.893622779,1.808756867,1.893612892,1.795919225,1.840792125,1.946937895,1.836851064,2.109096899,2.002308443,1.933160683,1.93025607,2.130968284,1.778447857,1.829451696,1.792925651,1.950415287,2.087239949,1.849479676,1.856692964,1.793552702,1.816693937,2.067725797,2.407566402,1.896477163,2.152548853,2.239683258,2.381596664,1.901005794,1.921162286,1.818456705,1.869802014,1.375900235,1.146095702,1.564556967,1.810884979,1.768667882,1.86964156,1.660473804,1.844937377,1.613635023,1.670103832,1.580755584,1.711875549,1.606925569,1.72458627,1.376864118,1.415007917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject174,1.267446491,1.316172801,1.306212079,1.159015788,1.348293563,1.266208516,1.142697002,1.354904509,1.307027654,1.037135624,1.145623226,1.410826268,1.275610739,1.198598819,1.339258561,1.296402801,1.237795116,1.373095875,1.185231482,1.341881366,1.331192051,1.262449826,1.205161182,1.404425932,1.280169792,1.537484963,1.477707942,1.633142508,1.36079457,1.425713218,1.427241833,1.343930004,1.368152475,1.213274403,1.24621437,1.143848743,1.19930903,1.259105617,1.470277135,1.396837317,1.188604582,1.321400307,1.120334846,1.147430202,1.357449926,1.365826766,0.986222866,1.005536069,1.030240257,1.084489634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject175,1.403452454,1.299357947,1.38080583,1.29008571,1.453521399,1.26732367,1.28030588,1.317614181,1.293255839,1.047784081,1.080711522,1.494027484,1.440762968,1.14058337,1.255450217,1.28674153,1.257877837,1.465116739,1.141858245,1.353514746,1.46981468,1.518447238,1.333191011,1.422000756,1.174965481,1.472533887,1.504366044,1.568221535,1.741478065,1.916830464,1.660778775,1.487248543,1.457652546,1.289291879,1.273853587,1.110989859,1.36452946,1.364215601,1.566529593,1.508773416,1.236027538,1.326199222,1.047006167,1.107156265,1.354495626,1.371941022,0.975312196,1.053401819,0.981371712,1.051830211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject176,1.403711662,1.356061654,1.468899467,1.327097432,1.494969293,1.392947785,1.376033038,1.326089329,1.340895292,1.135882939,1.304472919,1.555285714,1.477153905,1.14303579,1.504288625,1.327428857,1.245792049,1.515469298,1.280685802,1.440868724,1.387096035,1.45824489,1.291456628,1.497624742,1.347344383,1.689135338,1.545601411,1.654597866,1.734935993,1.863347347,1.458110998,1.387736558,1.318569073,1.26226245,1.109604273,0.970750901,1.284235484,1.386075802,1.570177151,1.328529251,1.437272314,1.553506772,1.159292343,1.226003189,1.489839917,1.359782927,1.146943651,1.234191922,1.151977794,1.287918792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject177,1.450620834,1.429249566,1.438714789,1.431254758,1.444145439,1.544086739,1.605523184,1.503708522,1.49772958,1.235880972,1.418755811,1.552314348,1.635806772,1.228857599,1.567192178,1.471108836,1.560304558,1.581069494,1.303043208,1.478272219,1.228446698,1.293347917,1.107340242,1.301654478,1.441271041,1.801939849,1.254011752,1.480534742,1.485465061,1.64207883,1.38360949,1.577549507,1.255327989,1.319475373,1.042703528,1.0222628,1.134753785,1.284529651,1.491823865,1.451422519,1.276137745,1.446358866,0.941340287,1.084935882,1.267680325,1.345181217,1.001576442,1.101957989,1.10451195,1.22460566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject178,1.186886895,1.09604798,1.095233141,1.008796861,1.253876686,1.161286265,1.08540334,1.118608913,1.178319073,0.99765159,1.109311853,1.213785896,1.107750213,1.113129678,1.242863637,1.129728369,1.054050594,1.136402571,1.120582238,1.173806857,1.145829568,1.105462892,1.142671061,1.303890538,1.269100326,1.483851343,1.353639125,1.45662791,1.371261816,1.499132264,1.202118949,1.157490224,1.115857299,1.067552546,1.04304844,0.953548236,1.14209794,1.223519039,1.228311275,1.153828143,1.133475562,1.170596277,0.977159683,0.990874904,1.259592109,1.288368824,1.029872877,1.112971404,0.965371979,0.902439639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject179,1.738753643,1.531503847,1.259207712,1.428454652,1.645841814,1.516330064,1.523908776,1.659659633,1.589907181,1.595525308,1.635090338,1.884923595,1.710210897,1.466650857,1.75595902,1.792901342,1.619493812,1.745837616,1.582214026,1.743363049,1.380988482,1.417994591,1.721543154,1.775830663,1.727130497,1.914056587,2.289307215,2.25754696,2.18773815,2.119792108,1.981305937,1.796268415,1.873209435,1.686523005,1.295130936,1.332819478,1.609618285,1.75096641,1.686300726,1.576087588,1.595882919,1.604624589,0.957995042,1.187268399,1.568604869,1.401712504,1.320961841,1.36588046,1.121481427,1.148565034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject180,1.480970373,1.492410274,1.606061601,1.464190058,1.562906378,1.446539479,1.77472306,1.708175296,1.691350711,1.549155548,1.590317748,1.806531819,1.731597026,1.661844529,1.774466128,1.743818785,1.733817037,1.850320225,1.602382312,1.726269776,1.420665377,1.492918047,1.475494683,1.544763863,1.70304663,1.760179461,1.851939285,1.907514413,1.772279056,1.757687508,1.813694004,1.748893387,1.692991836,1.72872619,1.635802175,1.442009255,1.646903463,1.663508832,1.554527104,1.630820785,1.435832884,1.646621949,1.314032928,1.362946292,1.349575643,1.424827257,1.352415072,1.415994835,1.04828958,1.210003554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
